材料号,合同号,入口厚度,入厚上跳,入厚下跳,入口宽度,宽反值3(a3),宽跳上限(a4),退火温度,温度上跳,温度下跳,退火曲线,分区,物料标签,宽反标记,分类代码,销售品种代码,合同属性(IPS),适配辊,对应辊,宽反值1(a1),宽反值2(a2),入口重量,物料属性,分选度,出钢记号,出口厚度,出口宽度,切边,分卷数,下道机组,均温最小,均温最大,周,交货期,距DL天数,计划量,欠量,表面结构,粗糙度,粗糙度最小值,粗糙度最大值,订货重量上限,订货重量下限,订货重,平整率,涂油种类,涂油量,牌号（钢级）,包装方式代码,入口内径,用户,中文用途,钢级代码,产线族,材料组别,补充号,集批代码,后处理,返修类型,返修机组,新试号,工序特殊要求,合同加工途径,产品最终用途码,紧急标记,紧急合同标记,厂别区分,库号,超投比例标记,材料强度等级,BACKLOG工序位,制造命令号,上工序生产时刻,出口重量,入口外径,入口材料类型,出口外径,出口长度,出口材料重范围标记,计划确定标记,结束生产时刻,计划工序代码,入口长度,入口材料号校验,全程工序途径码,全程工序代码,全程工序顺序号,计划分类,返修标记,牌号标准,后全程工序代码,后全程工序顺序号,成品工序标记,计划生产时间,开始生产时刻,合同拖期标记,预计划路径,关联计划号,前材料号,BACKLOG工序值,产品规范码,材料回退标记,镀层种类,上表面镀层重量,下表面镀层重量,平整方式,保护气体种类代码,订货宽度,优化标记,出口卷号,运输方式代码,粗糙度代码,终到站港代码,终到站港描述,委托控货标志,留料标志,高优先级标记,已排程标记,入口材料号,合同性质代码
21131920400 ,M1F0001367,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.03,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1892,1,0,0,,,,,3278,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131750800 ,M1F0001397,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,33.49,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,71.727,5,1,0.1,2,18,8,18,0.8, ,1,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z05,,,9,21158550,2.0211E+13,0,1879,1,0,0,,,,,3239,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BKJM2019-016,PV,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21130209520 ,M1K0000176,0.997,1.297,0.697,1803,250,300,810,821,799,UZ1, ,,N,8,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,28.81,999,3,DT3350D1,1,1800,0,0,D208,0,0,C,20210930,-26,0,35,5,1,0.1,2,16,7,16,0.8, ,1,DC51D+Z,n1,610,长春铸诚实业股份有限公司,五金配件_表面要求,MI35IFEQC03,,BE0,0,999,11, , , ,,D00A000BR00000000,MW05, , ,,Z05,,,9,21155789,2.02109E+13,16,1719,1,0,0,,,,,2057,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1800,,,水路运输,,11600012,大连辽渔码头, ,0,0,0,,QZA
21131920500 ,M1F0001367,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.27,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1896,1,0,0,,,,,3301,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131895500 ,M1F0001379,0.771,1.071,0.571,1727,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.18,999,3,DT3350D1,0.776,1724,0,0,D208,0,0,Y,20211031,15,34.35,266.25,5,1,0.1,2,18,10,18,0.8, ,1,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z04,,,9,21158825,2.0211E+13,0,1890,1,0,0,,,,,3280,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BKJM2019-016,PV,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1724,,,水路运输,,51000027,广州广裕码头, ,0,0,0,,QSA
21131630810 ,M1FC003623,1.589,2.089,1.189,1143,250,300,800,811,789,UZ0, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,21.53,999,3,DU6221A1,1.6,1127,1,0,D208,0,0,Y,20211031,15,0,105,5,1,0.1,2,10,6,10,0.2, ,3,HC340/590DHD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z07,,,9,21158105,2.0211E+13,10,1870,1,0,0,,,,,1513,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1127,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131750900 ,M1F0001397,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,26.27,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,71.727,5,1,0.1,2,18,8,18,0.8, ,1,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z05,,,9,21158550,2.0211E+13,0,1687,1,0,0,,,,,2539,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BKJM2019-016,PV,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131751100 ,M1F0001397,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,25.05,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,71.727,5,1,0.1,2,18,8,18,0.8, ,1,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z02,,,9,21158550,2.0211E+13,0,1652,1,0,0,,,,,2421,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BKJM2019-016,PV,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21130547700 ,M1FC002933,1.389,1.789,0.989,1191,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,14.17,999,3,DU6221A1,1.4,1175,1,0,D208,0,0,Y,20210831,-46,0,10,5,1,0.1,2,16,8,16,0.2, ,3,HC340/590DHD+Z,x6,610,重庆市永川区长城汽车零部件有限公司,汽车零件认证内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MD30, , ,,Z05,,,9,21153666,2.02109E+13,16,1515,1,0,0,,,,,1102,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1175,,,水路运输,,S1200038,天津临港4号码头, ,0,0,0,,QZA
21131505700 ,M1FC003047,1.79,2.29,1.29,1311,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,24.46,999,3,DU6221A1,1.8,1295,1,0,D208,0,0,Y,20210831,-46,0,9.26,5,1,0.1,2,16,8,16,0.2, ,3,HC340/590DHD+Z,x6,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21156971,2.0211E+13,16,1841,1,0,0,,,,,1333,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1295,,,水路运输,,21003902,梅钢成品码头, ,0,0,0,,QZA
21131672600 ,M1FC003443,2.318,2.818,1.818,1422,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,1.7/2.0/2.5/3.0,,12,250,25.86,999,3,AT3482D1,2.3,1410,1,0,D208,0,0,Y,20211026,0,0,13.48,5,1,0.1,2,10,6,10,1.4, ,3,HC340LAD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI42LACQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21158144,2.0211E+13,10,1812,1,0,0,,,,,1000,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA41AR00H,,1,50,50,,,1410,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131857000 ,M1FC003463,1.79,2.29,1.29,1276,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,19.66,999,3,DU6221A1,1.8,1260,1,0,D208,0,0,Y,20211026,0,0,38.63,5,1,0.1,2,10,6,10,0.2, ,3,HC340/590DHD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21156971,2.0211E+13,10,1693,1,0,0,,,,,1106,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1260,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131630900 ,M1FC003623,1.589,2.089,1.189,1143,250,300,800,811,789,UZ0, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,18.07,999,3,DU6221A1,1.6,1127,1,0,D208,0,0,Y,20211031,15,0,105,5,1,0.1,2,10,6,10,0.2, ,3,HC340/590DHD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z02,,,9,21156218,2.0211E+13,10,1705,1,0,0,,,,,1272,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1127,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131741820 ,M1FC003623,1.589,2.089,1.189,1143,250,300,800,811,789,UZ0, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,21.77,999,3,DU6221A1,1.6,1127,1,0,D208,0,0,Y,20211031,15,0,105,5,1,0.1,2,10,6,10,0.2, ,3,HC340/590DHD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21156218,2.0211E+13,10,1851,1,0,0,,,,,1521,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1127,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131930000 ,M1FC003625,1.79,2.29,1.29,1276,250,300,800,811,789,UZ0, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,27.7,999,3,DU6221A1,1.8,1260,1,0,D208,0,0,Y,20211031,15,0,90,5,1,0.1,2,10,6,10,0.2, ,3,HC340/590DHD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z02,,,9,21158904,2.0211E+13,10,1967,1,0,0,,,,,1547,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1260,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131672700 ,M1FC003678,2.318,2.818,1.818,1422,250,300,800,811,789,UZ0, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,12,250,29.27,999,3,AT3482D1,2.3,1410,1,0,D208,0,0,Y,20211031,15,0,148,5,1,0.1,2,10,6,10,1.4, ,3,HC340LAD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI42LACQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z02,,,9,21158144,2.0211E+13,10,1917,1,0,0,,,,,1137,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA41AR00H,,1,50,50,,,1410,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131928900 ,M1FC003695,0.791,1.091,0.591,1516,250,300,790,801,779,UZ9, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,23.05,999,3,DU6220A1,0.8,1500,1,0,D208,0,0,Y,20211031,15,0,120,5,1,0.1,2,10,6,10,0.6, ,3,HC340/590DPD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,电池包壳体,MI60DPDQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MD36, , ,,Z04,,,9,21158190,2.0211E+13,10,1678,1,0,0,,,,,2457,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA74AR00H,,1,50,50,,,1500,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131929000 ,M1FC003695,0.791,1.091,0.591,1516,250,300,790,801,779,UZ9, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,23.53,999,3,DU6220A1,0.8,1500,1,0,D208,0,0,Y,20211031,15,0,120,5,1,0.1,2,10,6,10,0.6, ,3,HC340/590DPD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,电池包壳体,MI60DPDQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MD36, , ,,Z05,,,9,21157594,2.0211E+13,10,1703,1,0,0,,,,,2529,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA74AR00H,,1,50,50,,,1500,,,水路运输,,20094026,东海船厂码头,A,0,0,0,,QZA
21131862920 ,M1FC003713,1.203,1.603,0.903,1727,250,300,820,831,809,UZ2, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,12,250,22.4,999,3,AT3482D1,1.2,1715,1,0,D208,0,0,Y,20211031,15,0,71.94,5,1,0.1,2,17,8,17,1.4, ,3,HC340LAD+Z,x6,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI42LACQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21158142,2.0211E+13,17,1573,1,0,0,,,,,1373,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA41AR00H,,1,50,50,,,1715,,,水路运输,,S1200038,天津临港4号码头, ,0,0,0,,QZA
21131927720 ,M1FC003713,1.203,1.603,0.903,1727,250,300,820,831,809,UZ2, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,12,250,22.33,999,3,AT3482D1,1.2,1715,1,0,D208,0,0,Y,20211031,15,0,71.94,5,1,0.1,2,17,8,17,1.4, ,3,HC340LAD+Z,x6,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI42LACQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z02,,,9,21158142,2.0211E+13,17,1569,1,0,0,,,,,1379,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA41AR00H,,1,50,50,,,1715,,,水路运输,,S1200038,天津临港4号码头, ,0,0,0,,QZA
21130258800 ,M1K0000176,0.997,1.297,0.697,1803,250,300,810,821,799,UZ1, ,,N,8,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,3,3,25.94,999,3,DT3350D1,1,1800,0,0,D208,0,0,C,20210930,-26,0,35,5,1,0.1,2,16,7,16,0.8, ,1,DC51D+Z,n1,610,长春铸诚实业股份有限公司,五金配件_表面要求,MI35IFEQC03,,BE0,0,999,11, , , ,,D00A000BR00000000,MW05, , ,,Z04,,,9,21156266,2.02109E+13,16,1646,1,0,0,,,,,1856,,14ADDAHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA01J104,,1,40,40,,,1800,,,水路运输,,11600012,大连辽渔码头, ,0,0,0,,QZA
21131533600 ,MO1ZJ91015,1.191,1.491,0.891,1464,250,300,840,861,819,U84, ,,Y,8,MC,GI-内板,3,,14,250,25.03,999,3,DT0164D1,1.2,1450,1,0,D208,0,0,A,20211031,0,0,54.54,5,1.3,1,1.6,16,11,16,0.7, ,15,FEP04 ZNT/F,x6,610,FIAT AUTO,轿车大内板及其它,MI27IFFQC60,,BE0,0,999,0, , , ,,D00A000BR00000000,MA30, , ,,Z04,,,9,21157385,2.0211E+13,16,1766,1,0,0,,,,,1839,,14ADDAHBIR9A9B9C9D,IR,5,,0,N.9.52873,9A,6,0,,,,,,,,MDJF04BR03,,1,60,60,,,1450,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21130135000 ,M1KC004064,0.69,0.89,0.49,1393,250,300,840,861,819,U84, ,,Y,3,MC,GI-外板 | GI-外板-IF,2.0/2.5,,13,250,25.38,999,3,DT0142D1,0.7,1380,1,0,D208,0,0,Y,20211026,0,0,19.16,5,1,0.6,1.9,15,8,15,0.6, ,3,St04Z,p5,610,一汽奔腾轿车有限公司,后门内板,MI27IFFQC04,,BE0,0,999,AA, , , ,,D00A000BR00000000,MA3F, , ,,Z05,,,9,21155681,2.02109E+13,15,1824,1,0,0,,,,,3380,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXM2013-041,9A,6,0,,,,,,,,MDY3YCA041H,,1,50,50,,,1380,,,水路运输,,13010302,营口港（集装箱运长春）, ,0,0,0,,QZA
21125529810 ,M1KC004342,0.64,0.84,0.44,1016,250,300,840,861,819,U84, ,,Y,8,MC,GI-内板,3,,33,250,16.81,999,3,DQ0198D2,0.65,983,1,0,D208,0,0,C,20211031,5,0,16.19,5,1.2,0.9,1.6,13,7,13,0.7, ,10,CR4,p5,610,一汽-大众汽车有限公司,侧围内板,MI27IFEQC06,,BE0,0,999,0, , , ,,D00A000BR00000000,MA3L, , ,,Z05,,,9,21145602,2.02107E+13,13,1789,1,0,0,,,,,3325,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2018-069,9A,6,0,,,,,,,,MDY8Y1A069H,,1,40,40,,,983,,,铁路运输,,52820014,小塘西, ,0,0,0,,QZA
21131738300 ,M1FC003714,1.406,1.806,1.006,1262,250,300,820,831,809,UZ2, ,,Y,1,MC,GI-内板,1.7/2.0/2.5/3.0,,12,250,24.85,999,3,AT3482D1,1.4,1250,1,0,D208,0,0,Y,20211031,15,0,24.8,5,1,0.1,2,17,8,17,1.4, ,3,HC340LAD+Z,x6,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI42LACQC00,,BE0,0,999,0, , , ,,D00B000BR00000000,MA50, , ,,Z04,,,9,21158142,2.0211E+13,17,1879,1,0,0,,,,,1786,,14ADDBHBIR9A9B9C9D,IR,5,,0,Q/BQB 420,9A,6,0,,,,,,,,MDAA41AR00H,,1,50,50,,,1250,,,水路运输,,S1200038,天津临港4号码头, ,0,0,0,,QZA
21131930700 ,MO1ZJ85012,2.007,2.507,1.507,1266,250,300,780,791,769,UZ8, ,,Y,8,MC,GI-内板,2.0/2.5,,16,250,21.54,999,3,AT3482D1,2,1250,1,0,D208,0,0,A,20211031,0,0,21.73,5,1.3,1,1.6,14,10,14,1.2, ,15,FEE340F ZNT/F,x1,610,FIAT AUTO,轿车结构件及其它内板,MI42LACQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21158142,2.0211E+13,14,1757,1,0,0,,,,,1079,,14ADDAHBIR9A9B9C9D,IR,5,,0,N.9.52873,9A,6,0,,,,,,,,MDJF15BR10,,1,60,60,,,1250,,,水路运输,,EU390015,"GENOA,ITALY", ,0,0,0,,QZA
21131921000 ,MO1ZJ86001,0.694,0.894,0.494,1687,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,2,,17,250,31.66,999,3,DT3850D9,0.7,1670,1,0,D208,0,0,A,20211031,0,127.34,209.91,5,1.2,1,1.5,27,20,27,1.6, ,15,FEE220BH ZNT/F,x6,610,FIAT AUTO,顶板内板,MI35BHEQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA3B, , ,,Z02,,,9,21158325,2.0211E+13,27,1845,1,0,0,,,,,3458,,14ADDAHBIR9A9B9C9D,IR,5,,0,N.9.52873,9A,6,0,,,,,,,,MDJF07BR11,,1,60,60,,,1670,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21131895800 ,MO1ZJ86001,0.694,0.894,0.494,1687,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,2,,17,250,34.27,999,3,DT3850D1,0.7,1670,1,0,D208,0,0,A,20211031,0,127.34,209.91,5,1.2,1,1.5,27,20,27,1.6, ,15,FEE220BH ZNT/F,x6,610,FIAT AUTO,顶板内板,MI35BHEQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA3B, , ,,Z04,,,9,21158322,2.0211E+13,27,1916,1,0,0,,,,,3733,,14ADDAHBIR9A9B9C9D,IR,5,,0,N.9.52873,9A,6,0,,,,,,,,MDJF07BR11,,1,60,60,,,1670,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21131778900 ,MO1ZJ90009,0.99,1.29,0.69,1613,250,300,800,821,779,U80, ,,Y,8,MC,GI-内板,3,,13,250,31.73,999,3,DT0164D1,1,1600,1,0,D208,0,0,A,20211031,0,63.26,75.68,5,1.3,1,1.6,17,12,17,0.7, ,15,FEP02 ZNT/F,x6,610,FIAT AUTO,轿车结构件及其它内板,MI27IFEQC60,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21158573,2.0211E+13,17,1886,1,0,0,,,,,2548,,14ADDAHBIR9A9B9C9D,IR,5,,0,N.9.52873,9A,6,0,,,,,,,,MDJF02BR01,,1,60,60,,,1600,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21131754100 ,MO1ZJ91003,0.999,1.299,0.699,1276,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,2,,16,250,23,999,3,DT3850D9,1,1260,1,0,D208,0,0,A,20211031,0,0,69.56,5,1.2,1,1.5,22,15,22,1.6, ,15,FEE220BH ZNT/F,x6,610,FIAT AUTO,轿车小内板,MI35BHEQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA40, , ,,Z04,,,9,21157724,2.0211E+13,22,1810,1,0,0,,,,,2302,,14ADDAHBIR9A9B9C9D,IR,5,,0,N.9.52873,9A,6,0,,,,,,,,MDJF07BR0M,,1,60,60,,,1260,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21130558600 ,M1KC004380,0.64,0.84,0.44,1438,250,300,840,861,819,U84, ,,Y,3,MC,GI-外板 | GI-外板-IF,2.0/2.5,,13,250,28.98,999,3,DT0142D1,0.65,1425,1,0,D208,0,0,C,20211026,0,0,22,5,1,0.6,1.9,11,7,11,0.6, ,3,St04Z,p5,610,一汽奔腾轿车有限公司,后门内板,MI27IFFQC04,,BE0,0,999,AA, , , ,,D00A000BR00000000,MA3F, , ,,Z05,,,9,21156647,2.02109E+13,11,1904,1,0,0,,,,,4030,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXM2013-041,9A,6,0,,,,,,,,MDY3YCA041H,,1,50,50,,,1425,,,水路运输,,13010302,营口港（集装箱运长春）, ,0,0,0,,QZA
21131812800 ,MO1ZJ91009,1.202,1.602,0.902,1676,250,300,800,821,779,U80, ,,Y,8,MC,GI-内板,2,,16,250,26.11,999,3,DT3850D9,1.2,1660,1,0,D208,0,0,A,20211031,0,0,49.28,5,1.3,1,1.6,17,12,17,1.6, ,15,BHC210Y310T,x6,610,FIAT AUTO,轿车大内板及其它,MI35BHEQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA30, , ,,Z04,,,9,21158323,2.0211E+13,17,1697,1,0,0,,,,,1669,,14ADDAHBIR9A9B9C9D,IR,5,,0,MS.50002,9A,6,0,,,,,,,,MDJM14BR03,,1,60,60,,,1660,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21131812700 ,MO1ZJ91009,1.202,1.602,0.902,1676,250,300,800,821,779,U80, ,,Y,8,MC,GI-内板,2,,16,250,24.12,999,3,DT3850D9,1.2,1660,1,0,D208,0,0,A,20211031,0,0,49.28,5,1.3,1,1.6,17,12,17,1.6, ,15,BHC210Y310T,x6,610,FIAT AUTO,轿车大内板及其它,MI35BHEQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA30, , ,,Z05,,,9,21158547,2.0211E+13,17,1641,1,0,0,,,,,1532,,14ADDAHBIR9A9B9C9D,IR,5,,0,MS.50002,9A,6,0,,,,,,,,MDJM14BR03,,1,60,60,,,1660,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
21131020200 ,MO1ZJ91011,1.79,2.29,1.29,1144,250,300,780,791,769,UZ8, ,,Y,8,MC,GI-内板,3,,16,250,23.6,999,3,DU6220A1,1.8,1128,1,0,D208,0,0,A,20211031,0,0,40,5,1.3,1,1.6,17,12,17,0.4, ,15,DPC330Y590T,x6,610,FIAT AUTO,轿车结构件及其它内板,MI60DPDQC01,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z05,,,9,21156969,2.0211E+13,17,1920,1,0,0,,,,,1459,,14ADDAHBIR9A9B9C9D,IR,5,,0,MS.50002,9A,6,0,,,,,,,,MDJM41BR01,,1,60,60,,,1128,,,水路运输,,EU390007,"NAPLES,ITALY", ,0,0,0,,QZA
